ID	PC1	PC2	PC3	PC4
NA20861	-0.07519	-0.85681	1.97807	0.32942
NA20862	1.59774	-1.32018	-0.82423	-0.67273
NA20863	-2.05191	1.14009	-1.41717	1.46484
NA20864	-1.9866	-2.98922	1.84148	0.38537
NA20866	1.40669	-0.70051	-1.06693	0.68774
NA20867	-0.39102	-0.03522	0.5961	0.17072
NA20868	-0.70344	-0.24498	0.38665	-1.53292
NA20869	-0.54908	2.35013	1.61796	0.53648
NA20870	0.49754	0.62871	0.41629	-0.08476
NA20872	1.60115	-1.00039	-1.40243	1.41414
NA20874	0.64316	2.32381	1.30483	0.17946
NA20875	-0.65738	-0.07669	1.34981	1.41313
NA20876	1.29791	0.37444	1.60901	-1.23055
NA20877	-0.36483	-2.15534	-1.52888	1.86854
NA20878	-0.53815	1.25199	-0.39107	-0.68945
NA20881	0.094	1.3699	0.52561	0.20854
NA20882	-0.22159	-0.67652	-1.11184	1.42496
NA20884	0.35826	-1.51322	-0.35468	-0.06355
NA20885	-0.61528	1.58679	-0.13794	0.98615
NA20886	-2.17195	-0.66743	-1.64951	0.88574
NA20887	0.54138	-0.42161	-1.05944	0.07648
NA20888	0.1407	-0.24261	0.82969	0.90399
NA20889	-0.48504	-1.8522	-0.21103	1.07625
NA20890	2.06043	-0.52332	-0.42336	0.3452
NA20891	0.79244	0.14406	0.84628	0.24241
NA20892	-0.087	-0.29149	-0.43937	-0.34286
NA20894	1.3229	0.63518	-0.29002	-0.57585
NA20895	-0.15974	-0.56272	-0.80429	0.05142
NA20896	0.19905	0.15375	-2.61603	0.42784
NA20897	-0.21544	-2.62131	-0.35333	1.41012
NA20899	-0.79747	-0.39924	0.53485	0.35161
NA20900	1.5579	-0.43829	0.46852	1.12703
NA20901	-0.28329	-0.93477	0.59771	-0.47013
NA20902	-2.28723	-0.16408	1.96781	-0.43129
NA20903	-0.68405	-1.32006	-0.63064	-0.22385
NA20904	0.3235	-0.56076	0.06417	2.30139
NA20905	1.98358	0.2863	0.8422	0.76354
NA20906	-1.83754	1.04314	-0.55806	-0.12342
NA20908	0.36575	-1.0278	-0.20626	0.77151
NA20910	2.3032	-1.16894	1.20145	2.82408
NA20911	0.81451	-0.37213	0.15471	0.92705
NA21086	-0.76309	0.61789	-0.98201	-0.05997
NA21087	0.80386	-0.30285	-0.08272	-0.55728
NA21088	-0.80969	0.55635	-0.45709	-1.07076
NA21089	1.30188	-0.8124	1.33192	-1.06376
NA21090	0.29369	0.52123	-0.23469	-0.20652
NA21091	0.97965	1.50322	-1.14109	-0.16803
NA21092	-0.21344	-0.43396	-0.09875	1.14454
NA21093	-0.07308	-2.24474	-0.37851	1.33456
NA21094	-0.19799	-1.13625	-0.46661	-0.92856
NA21095	-1.77695	-0.77338	1.69727	0.56061
NA21097	-1.02318	-2.00928	2.25351	1.51081
NA21098	-0.2453	0.94447	-1.03486	0.44654
NA21099	0.26932	0.71972	-0.53106	-1.46643
NA21100	0.37353	-0.13192	0.87848	-1.25529
NA21101	-0.41637	-0.46752	-1.05428	-0.48457
NA21102	-0.57825	-0.12736	1.31915	-1.99943
NA21103	0.40267	-1.73686	0.52372	-0.31627
NA21104	-0.14887	-1.6586	0.25356	-0.57753
NA21105	0.70753	1.89885	-1.67477	0.7338
NA21106	-1.07275	-0.19491	0.82532	1.63748
NA21107	-1.68838	-0.9347	0.10796	-0.59246
NA21108	-0.28471	1.8932	-1.17991	1.15517
NA21109	-1.58975	-1.40198	1.23833	0.38893
NA21110	-0.34046	-0.92154	-1.68303	0.18221
NA21111	-0.72032	-2.16407	-0.75265	0.60149
NA21112	0.44247	-1.5025	-0.55684	-0.57106
NA21113	-0.01854	-0.80874	2.65802	0.32346
NA21114	-0.3524	0.21123	0.35587	0.46415
NA21115	-0.53365	-0.95344	1.2459	-0.81401
NA21116	0.69582	0.17223	-0.27784	0.08827
NA21117	0.16296	0.40985	-0.75528	1.19686
NA21118	-1.47056	1.50647	-1.01029	-1.35213
NA21119	0.1136	0.61415	0.50511	1.51175
NA21120	1.06348	2.03363	1.56436	-1.15423
NA21122	0.44817	-1.06848	-1.62708	-0.66693
NA21123	0.89229	0.73425	-0.74873	-0.58005
NA21124	-0.42374	-1.58042	-0.08061	-2.44014
NA21125	-0.56231	-1.47976	-0.37128	0.82285
NA21126	-0.28994	-1.89862	-0.92869	-1.24189
NA21127	-0.16389	-1.41837	1.0907	0.38891
NA21128	-1.43281	-0.39624	1.33019	-0.30864
NA21129	-0.24734	-1.30893	1.93552	0.10162
NA21130	-0.88106	-0.7265	-0.43644	0.17289
NA21133	-0.14265	2.3508	-0.48463	0.66968
NA21135	-0.84001	-0.85657	-0.33307	-1.11098
NA21137	0.26134	-0.64036	-3.1346	-0.08963
NA21141	0.28532	1.51499	1.86764	-0.05786
NA21142	0.79433	1.08512	1.52652	-0.43936
NA21143	0.24887	-0.08261	0.7555	0.89491
NA21144	0.17582	1.13143	-0.07605	-0.52203
